DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,SAMPLES_CELL_AVAIL,SAMPLES_CELL_PLAN_UNAVAIL,RRC_CONNECTED_UE_AVG,AS_CELL_AVAILABILITY:SAMPLES_CELL_AVAIL,AS_CELL_AVAILABILITY:SAMPLES_CELL_PLAN_UNAVAIL,AS_UE_QUANTITY:RRC_CONNECTED_UE_AVG
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,1,5230,900,0,5,900,0,5
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,2,2300,900,0,13,900,0,13
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,1,5230,900,0,26,900,0,26
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,2,2300,900,0,41,900,0,41
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,1,5230,900,0,8,900,0,8
12/24/2022,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,2,2300,900,0,14,900,0,14
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,1,5230,900,0,5,900,0,5
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,2,2300,900,0,13,900,0,13
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,1,5230,900,0,24,900,0,24
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,2,2300,900,0,40,900,0,40
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,1,5230,900,0,8,900,0,8
12/24/2022,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,2,2300,900,0,14,900,0,14
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,1,5230,900,0,6,900,0,6
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,2,2300,900,0,11,900,0,11
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,1,5230,900,0,24,900,0,24
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,2,2300,900,0,35,900,0,35
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,1,5230,900,0,9,900,0,9
12/24/2022,00,30,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,3,2,2300,900,0,12,900,0,12
12/24/2022,00,45,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,1,5230,900,0,7,900,0,7
12/24/2022,00,45,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,1,2,2300,900,0,11,900,0,11
12/24/2022,00,45,Ohio/Pennsylvania,Ohio/Pennsylvania,252,Columbus - Lewis Center 1,WALNUT_CREEK,252183,2,1,5230,900,0,25,900,0,25
