DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,CellUnavailableTimeDown,ConnNoAvg,S_RRU:CELLUNAVAILABLETIMEDOWN,S_RRC:CONNNOAVG
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,1,5230,0,10.37,0,10.37
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,2,2050,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,4,1100,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,5,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,6,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,7,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,8,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,1,5230,0,25.33,0,25.33
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,2,2050,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,4,1100,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,20,5,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,20,6,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,20,7,null,900,0,900,0
12/15/2022,15,45,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,20,8,null,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,1,5230,5,10.36,5,10.36
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,2,2050,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,1,4,1100,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,5,null,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,6,null,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,7,null,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,19,8,null,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,1,5230,5,21.16,5,21.16
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,2,2050,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,2,4,1100,900,0,900,0
12/15/2022,16,00,New York Metro,New York Metro,079,Bronx Upper Manhattan- WNyack2,W145TH_ST,079249,20,5,null,900,0,900,0
