DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,CellUnavailableTimeDown,ConnNoAvg,S_RRU:CELLUNAVAILABLETIMEDOWN,S_RRC:CONNNOAVG
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,1,1,5230,0,5.89,0,5.89
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,1,2,2050,0,27.13,0,27.13
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,1,4,975,0,0.79,0,0.79
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,1,7,2561,0,2.83,0,2.83
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,1,8,null,0,4.7,0,4.7
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,2,1,5230,0,8.15,0,8.15
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,2,2,2050,0,29.49,0,29.49
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,2,4,975,0,11.7,0,11.7
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,2,7,2561,0,5.97,0,5.97
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,2,8,null,0,1.09,0,1.09
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,3,1,5230,0,5.56,0,5.56
12/17/2022,18,15,Philadelphia Tri-State,Philadelphia Tri-State,097,Harrisburg - Harrisburg,RIFE_RUN,097665,3,2,2050,0,18.72,0,18.72
