DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,SAMPLES_CELL_AVAIL,SAMPLES_CELL_PLAN_UNAVAIL,RRC_CONNECTED_UE_AVG,AS_CELL_AVAILABILITY:SAMPLES_CELL_AVAIL,AS_CELL_AVAILABILITY:SAMPLES_CELL_PLAN_UNAVAIL,AS_UE_QUANTITY:RRC_CONNECTED_UE_AVG
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,1,5230,900,0,20,900,0,20
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,2,2050,900,0,74,900,0,74
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,4,1000,900,0,40,900,0,40
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,7,2561,900,0,11,900,0,11
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,1,5230,900,0,11,900,0,11
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,2,2050,900,0,43,900,0,43
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,4,1000,900,0,26,900,0,26
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,7,2561,900,0,7,900,0,7
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,1,5230,900,0,5,900,0,5
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,2,2050,900,0,24,900,0,24
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,4,1000,900,0,15,900,0,15
01/03/2023,00,00,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,7,2561,900,0,5,900,0,5
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,1,5230,900,0,17,900,0,17
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,2,2050,900,0,70,900,0,70
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,4,1000,900,0,37,900,0,37
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,1,7,2561,900,0,10,900,0,10
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,1,5230,900,0,12,900,0,12
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,2,2050,900,0,42,900,0,42
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,4,1000,900,0,26,900,0,26
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,2,7,2561,900,0,6,900,0,6
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,1,5230,900,0,5,900,0,5
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,2,2050,900,0,20,900,0,20
01/03/2023,00,15,Ohio/Pennsylvania,Ohio/Pennsylvania,243,Pittsburgh - Bridgeville 2,BRENTWOOD,243075,3,4,1000,900,0,14,900,0,14
