DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,CellUnavailableTimeDown,ConnNoAvg,S_RRU:CELLUNAVAILABLETIMEDOWN,S_RRC:CONNNOAVG
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,1,5255,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,4,875,0,37.36,0,37.36
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,6,2460,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,8,67086,0,19.36,0,19.36
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,1,5255,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,4,875,0,28.83,0,28.83
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,6,2460,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,8,67086,0,12.53,0,12.53
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,1,5255,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,4,875,0,22.08,0,22.08
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,6,2460,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,8,67086,0,10.35,0,10.35
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,1,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,4,null,0,23.77,0,23.77
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,6,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,8,null,0,3.68,0,3.68
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,1,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,4,null,0,18.23,0,18.23
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,6,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,8,null,0,2.75,0,2.75
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,1,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,3,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,4,null,0,5.82,0,5.82
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,6,null,900,0,900,0
12/15/2022,00,00,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,8,null,0,0.85,0,0.85
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,1,5255,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,4,875,0,32.56,0,32.56
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,6,2460,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,8,67086,0,18.41,0,18.41
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,1,5255,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,4,875,0,25.07,0,25.07
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,6,2460,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,8,67086,0,9.39,0,9.39
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,1,5255,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,4,875,0,22.4,0,22.4
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,6,2460,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,8,67086,0,9.12,0,9.12
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,1,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,4,null,0,24.98,0,24.98
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,6,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,8,null,0,3.08,0,3.08
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,1,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,4,null,0,16.58,0,16.58
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,6,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,8,null,0,1.5,0,1.5
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,1,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,3,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,4,null,0,4.57,0,4.57
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,6,null,900,0,900,0
12/15/2022,00,15,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,8,null,0,0.87,0,0.87
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,1,5255,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,4,875,0,27.54,0,27.54
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,6,2460,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,1,8,67086,0,15.99,0,15.99
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,1,5255,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,4,875,0,22.06,0,22.06
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,6,2460,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,2,8,67086,0,9.86,0,9.86
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,1,5255,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,4,875,0,18.43,0,18.43
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,6,2460,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,3,8,67086,0,8.82,0,8.82
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,1,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,4,null,0,21.46,0,21.46
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,6,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,4,8,null,0,3.57,0,3.57
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,1,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,4,null,0,16.56,0,16.56
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,6,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,5,8,null,0,1.99,0,1.99
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,1,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,3,null,900,0,900,0
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,4,null,0,5.48,0,5.48
12/15/2022,00,30,Central Texas,Central Texas,140,Rio Grande Valley,CITRUS_CITY,140546,6,6,null,900,0,900,0
