DAY,HR,MI,MMEPOOL,REGION,MARKET,MARKET_DESC,SITE,ENODEB,EUTRANCELL,CARRIER,FREQ,CellUnavailableTimeDown,ConnNoAvg,S_RRU:CELLUNAVAILABLETIMEDOWN,S_RRC:CONNNOAVG
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,1,5230,0,28.78,0,28.78
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,2,2125,0,86.64,0,86.64
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,4,null,0,7.75,0,7.75
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,7,null,0,3.13,0,3.13
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,8,null,0,2.4,0,2.4
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,1,5230,0,10.96,0,10.96
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,2,2125,0,32.27,0,32.27
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,4,null,0,2.27,0,2.27
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,7,null,0,0.22,0,0.22
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,8,null,0,0.89,0,0.89
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,1,5230,0,40.65,0,40.65
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,2,2125,0,64.01,0,64.01
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,4,null,0,7.36,0,7.36
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,7,null,0,4.55,0,4.55
12/12/2022,16,00,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,8,null,0,1.88,0,1.88
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,1,5230,0,27.88,0,27.88
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,2,2125,0,84.85,0,84.85
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,4,null,153,5.42,153,5.42
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,7,null,152,2.19,152,2.19
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,1,8,null,151,1.56,151,1.56
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,1,5230,0,11.18,0,11.18
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,2,2125,0,31.52,0,31.52
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,4,null,151,1.53,151,1.53
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,7,null,150,0.52,150,0.52
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,2,8,null,150,0.62,150,0.62
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,1,5230,0,48.35,0,48.35
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,2,2125,0,70.42,0,70.42
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,4,null,150,5.41,150,5.41
12/12/2022,16,15,Houston/Gulf Coast,Houston/Gulf Coast,120,Cicero,STROUD_HGCW_TX,120129,3,7,null,150,4.46,150,4.46
